-1.1540352,-0.040802594,1.3995814,0.58033,1.0498508,-2.023177
-0.13880053,-0.27894148,0.22192034,-0.24016929,-0.10230267,-0.06600028
0.01646465,-0.58363515,0.33039007,-0.5691223,-0.24409983,0.13750859
-0.10033807,-0.16027148,0.19637182,0.026506847,0.13228297,-0.37830463
-1.2919791,0.45264655,1.6892442,1.0171863,1.0159073,-2.2975388
-1.0656067,0.037200723,1.0564035,0.6887222,0.53793234,-1.6367453
-1.2810758,0.74789846,1.397624,1.3214334,1.1313561,-2.4726048
-0.082841136,-0.50796735,0.37105605,-0.57018846,-0.2846959,0.1943806
-0.6630052,-0.0040921085,0.7484378,0.65499765,0.66441333,-1.5689597
-0.66838753,-0.016777169,0.734777,0.30854943,0.47339323,-1.0959383
-1.4191812,0.07963544,1.4614973,1.11894,0.95152426,-2.4984887
-1.7300285,-0.31757525,3.5017967,0.24218906,1.3779763,-2.1960406
-0.33217794,-0.0060609914,0.4353026,0.3988572,0.5157433,-1.0404122
-0.7616207,-0.08074139,0.8454956,0.5424071,0.51615155,-1.4431801
-2.2261345,0.5666308,2.376124,1.5728143,1.4194131,-3.8834972
-2.0082583,-0.12452705,2.3053074,1.1650642,1.5136656,-3.3173287
0.09474854,-0.106716275,0.07190788,-0.001803359,0.19835693,-0.27703375
-2.012984,0.7038408,2.094536,1.5151614,1.3672854,-3.5080771
0.013839088,-0.45534244,0.20604777,-0.4076186,-0.17458007,0.051684357
-0.20900874,-0.21078342,0.40198007,-0.17211027,0.11102327,-0.22669172
-1.0998154,-0.026633512,1.149095,0.52770334,0.4416274,-1.3924211
-1.4867328,-0.044407498,1.609106,0.7791694,0.6318267,-1.9490364
-2.642681,-0.16626275,3.0102825,1.5897402,1.3261429,-3.848744
-1.5886861,0.57319516,1.6779035,1.4321386,1.0482445,-2.7982683
0.1765591,-0.3401112,0.060554586,-0.15014537,-0.06827515,-0.0027847793
-0.6334915,0.45311394,0.7736335,0.9062039,0.8050847,-1.5667334
-1.7288543,-0.07593438,1.9071007,0.9276063,0.76549566,-2.3199642
-1.3706467,0.08727497,1.4013871,1.0762225,0.91964,-2.4108338
0.18132518,-0.3141397,0.06617246,-0.12490089,-0.045364022,-0.015760554
-0.53161114,0.027326588,0.8188167,0.36665997,0.31196335,-0.90354985
-1.9139417,0.03584123,2.0719604,1.2984394,0.9378658,-2.8372037
-2.5360072,0.6211583,2.7119546,1.792539,1.556348,-4.3614655
0.014892861,0.041095946,0.15570447,0.2755445,0.22772154,-0.40847138
-0.22367243,0.10792443,0.34422174,0.47762415,0.46736667,-0.89875245
0.009298354,-0.21836653,0.124952145,-0.073736176,0.09833268,-0.24078622
-2.2567701,0.0726113,2.4561281,1.625043,1.1574657,-3.469623
-1.7390646,0.45856076,1.9463236,1.2954806,1.1777607,-3.105545
-0.28334776,-0.16448142,0.5617202,0.15257968,0.05598093,-0.40099296
-0.9070074,-0.038716983,0.961473,0.25764704,0.47148386,-1.0955102
-1.8257653,-0.12763128,2.0412846,0.93367994,0.8314525,-2.4528232
-0.6974051,0.08094327,0.6209723,0.41160375,0.43246266,-1.1302863
-0.73242676,0.58675677,0.8446452,0.9364789,0.78180295,-1.6133386
